תאריך,הגרלה,תלתן,יהלום,לב,עלה
09/09/2001,7627,Q,Q,7,A,
10/09/2001,7628,K,10,A,8,
10/09/2001,7629,J,K,Q,J,
10/09/2001,7630,10,9,8,A,
10/09/2001,7631,8,Q,7,9,
11/09/2001,7632,K,7,Q,Q,
11/09/2001,7633,7,J,8,10,
11/09/2001,7634,K,A,Q,7,
11/09/2001,7635,K,J,9,Q,
12/09/2001,7636,10,10,10,K,
12/09/2001,7637,10,K,Q,8,
12/09/2001,7638,Q,9,7,J,
12/09/2001,7639,10,Q,8,8,
13/09/2001,7640,K,7,J,A,
13/09/2001,7641,7,10,10,10,
13/09/2001,7642,9,K,Q,J,
13/09/2001,7643,9,K,7,J,
13/09/2001,7644,10,8,8,8,
14/09/2001,7645,J,Q,9,A,
14/09/2001,7646,A,8,8,9,
16/09/2001,7647,8,9,9,K,
16/09/2001,7648,7,9,Q,K,
16/09/2001,7649,7,10,8,8,
16/09/2001,7650,8,8,J,9,
17/09/2001,7651,Q,K,7,7,
17/09/2001,7652,8,A,J,9,
20/09/2001,7653,10,10,7,10,
20/09/2001,7654,J,A,10,J,
20/09/2001,7655,7,Q,9,9,
20/09/2001,7656,9,A,J,8,
20/09/2001,7657,7,A,7,K,
21/09/2001,7658,9,9,A,10,
21/09/2001,7659,10,Q,9,9,
23/09/2001,7660,9,7,8,K,
23/09/2001,7661,10,Q,J,Q,
23/09/2001,7662,K,7,9,A,
23/09/2001,7663,Q,K,K,J,
24/09/2001,7664,8,A,9,K,
24/09/2001,7665,J,K,8,J,
24/09/2001,7666,10,K,8,8,
24/09/2001,7667,J,Q,10,10,
25/09/2001,7668,A,J,J,10,
25/09/2001,7669,8,Q,A,Q,
25/09/2001,7670,A,Q,7,10,
25/09/2001,7671,K,Q,Q,8,
26/09/2001,7672,8,J,A,8,
28/09/2001,7673,9,J,J,J,
28/09/2001,7674,8,8,Q,J,
30/09/2001,7675,Q,K,K,K,
30/09/2001,7676,K,8,7,9,
30/09/2001,7677,Q,J,K,10,
30/09/2001,7678,9,8,Q,A,
01/10/2001,7679,7,9,Q,A,
01/10/2001,7680,10,10,8,8,
03/10/2001,7681,A,K,7,Q,
03/10/2001,7682,9,8,J,J,
03/10/2001,7683,J,10,K,10,
03/10/2001,7684,9,A,A,10,
04/10/2001,7685,7,K,K,Q,
04/10/2001,7686,A,9,9,9,
04/10/2001,7687,9,7,K,A,
04/10/2001,7688,9,J,J,10,
04/10/2001,7689,8,10,8,9,
05/10/2001,7690,10,K,K,Q,
05/10/2001,7691,8,7,J,9,
07/10/2001,7692,K,K,10,J,
07/10/2001,7693,A,10,7,9,
07/10/2001,7694,9,Q,9,7,
07/10/2001,7695,Q,Q,Q,A,
08/10/2001,7696,A,10,A,K,
08/10/2001,7697,9,8,10,8,
10/10/2001,7698,A,10,Q,Q,
10/10/2001,7699,K,10,9,7,
10/10/2001,7700,Q,J,10,A,
10/10/2001,7701,7,A,9,J,
11/10/2001,7702,9,Q,7,10,
11/10/2001,7703,8,K,K,7,
11/10/2001,7704,9,10,A,K,
11/10/2001,7705,10,9,A,J,
11/10/2001,7706,10,10,A,A,
12/10/2001,7707,7,7,Q,J,
12/10/2001,7708,Q,8,7,Q,
14/10/2001,7709,9,9,8,8,
14/10/2001,7710,7,9,J,K,
14/10/2001,7711,Q,A,A,10,
14/10/2001,7712,7,10,7,K,
15/10/2001,7713,K,10,9,A,
15/10/2001,7714,Q,9,10,A,
15/10/2001,7715,Q,9,Q,10,
15/10/2001,7716,K,7,8,J,
16/10/2001,7717,10,10,8,8,
16/10/2001,7718,Q,K,9,A,
16/10/2001,7719,J,7,10,K,
16/10/2001,7720,9,7,8,K,
17/10/2001,7721,8,Q,K,Q,
17/10/2001,7722,Q,J,7,Q,
17/10/2001,7723,8,7,10,8,
17/10/2001,7724,8,Q,A,J,
18/10/2001,7725,J,A,10,Q,
18/10/2001,7726,7,8,J,8,
18/10/2001,7727,K,K,A,9,
18/10/2001,7728,A,10,K,7,
18/10/2001,7729,J,8,7,7,
19/10/2001,7730,J,J,7,9,
19/10/2001,7731,9,A,A,7,
21/10/2001,7732,9,A,10,J,
21/10/2001,7733,Q,A,10,8,
21/10/2001,7734,J,A,9,Q,
21/10/2001,7735,7,K,K,7,
22/10/2001,7736,A,A,10,K,
22/10/2001,7737,9,J,8,9,
22/10/2001,7738,9,A,K,Q,
22/10/2001,7739,8,J,Q,J,
23/10/2001,7740,8,K,10,10,
23/10/2001,7741,8,K,9,K,
23/10/2001,7742,A,A,9,9,
23/10/2001,7743,J,K,9,7,
24/10/2001,7744,10,Q,7,K,
24/10/2001,7745,K,A,J,Q,
24/10/2001,7746,A,Q,J,K,
24/10/2001,7747,10,K,J,Q,
25/10/2001,7748,10,8,7,9,
25/10/2001,7749,8,J,Q,J,
25/10/2001,7750,10,A,10,J,
25/10/2001,7751,J,9,Q,10,
25/10/2001,7752,7,9,A,J,
26/10/2001,7753,A,10,8,K,
26/10/2001,7754,8,10,Q,J,
28/10/2001,7755,10,J,8,9,
28/10/2001,7756,7,K,7,9,
28/10/2001,7757,9,A,9,Q,
28/10/2001,7758,10,A,9,K,
29/10/2001,7759,7,8,10,J,
29/10/2001,7760,J,Q,9,8,
29/10/2001,7761,7,7,Q,9,
29/10/2001,7762,Q,7,7,8,
30/10/2001,7763,9,Q,8,K,
30/10/2001,7764,J,Q,A,A,
30/10/2001,7765,10,7,9,A,
30/10/2001,7766,Q,Q,J,J,
31/10/2001,7767,10,8,J,7,
31/10/2001,7768,A,9,10,8,
31/10/2001,7769,K,9,A,7,
31/10/2001,7770,7,A,7,9,
01/11/2001,7771,A,8,J,J,
01/11/2001,7772,10,A,K,8,
01/11/2001,7773,10,7,Q,10,
01/11/2001,7774,8,J,K,9,
01/11/2001,7775,Q,10,K,J,
02/11/2001,7776,A,9,A,10,
02/11/2001,7777,8,J,10,8,
04/11/2001,7778,Q,10,Q,Q,
04/11/2001,7779,7,7,9,Q,
04/11/2001,7780,10,K,Q,7,
04/11/2001,7781,K,9,J,10,
05/11/2001,7782,8,7,9,K,
05/11/2001,7783,8,Q,K,8,
05/11/2001,7784,8,Q,K,7,
05/11/2001,7785,J,J,9,9,
06/11/2001,7786,Q,7,A,7,
06/11/2001,7787,8,7,J,A,
06/11/2001,7788,J,9,J,9,
06/11/2001,7789,7,Q,J,Q,
07/11/2001,7790,A,7,10,8,
07/11/2001,7791,8,Q,10,A,
07/11/2001,7792,9,J,9,7,
07/11/2001,7793,J,9,A,7,
08/11/2001,7794,10,8,9,K,
08/11/2001,7795,K,8,9,Q,
08/11/2001,7796,J,Q,A,8,
08/11/2001,7797,A,J,8,8,
08/11/2001,7798,Q,K,J,10,
09/11/2001,7799,A,K,K,K,
09/11/2001,7800,A,K,J,7,
11/11/2001,7801,A,7,10,J,
11/11/2001,7802,Q,A,10,7,
11/11/2001,7803,8,Q,8,A,
11/11/2001,7804,9,7,7,J,
12/11/2001,7805,9,A,J,K,
12/11/2001,7806,8,Q,10,J,
12/11/2001,7807,7,9,A,K,
12/11/2001,7808,A,7,7,K,
13/11/2001,7809,9,A,10,J,
13/11/2001,7810,J,7,7,7,
13/11/2001,7811,J,9,8,K,
13/11/2001,7812,A,A,J,7,
14/11/2001,7813,10,J,J,7,
14/11/2001,7814,K,K,K,K,
14/11/2001,7815,10,10,Q,10,
14/11/2001,7816,J,Q,7,9,
15/11/2001,7817,A,7,9,A,
15/11/2001,7818,Q,K,Q,A,
15/11/2001,7819,7,K,9,A,
15/11/2001,7820,Q,Q,J,8,
15/11/2001,7821,10,J,10,10,
16/11/2001,7822,7,Q,J,9,
16/11/2001,7823,7,7,Q,J,
18/11/2001,7824,Q,K,7,K,
18/11/2001,7825,9,8,10,10,
18/11/2001,7826,A,7,7,8,
18/11/2001,7827,Q,Q,K,K,
19/11/2001,7828,10,J,9,A,
19/11/2001,7829,A,7,8,10,
19/11/2001,7830,7,9,8,J,
19/11/2001,7831,J,Q,A,K,
20/11/2001,7832,J,K,K,K,
20/11/2001,7833,9,K,7,Q,
20/11/2001,7834,8,J,9,8,
20/11/2001,7835,10,8,J,10,
21/11/2001,7836,J,10,8,9,
21/11/2001,7837,J,J,8,K,
21/11/2001,7838,Q,10,7,8,
21/11/2001,7839,10,8,Q,10,
22/11/2001,7840,8,Q,K,K,
22/11/2001,7841,7,A,Q,8,
22/11/2001,7842,K,8,10,A,
22/11/2001,7843,10,J,A,7,
22/11/2001,7844,8,K,10,A,
23/11/2001,7845,J,Q,8,A,
23/11/2001,7846,Q,8,9,9,
25/11/2001,7847,7,9,J,Q,
25/11/2001,7848,J,7,9,Q,
25/11/2001,7849,10,Q,A,J,
25/11/2001,7850,8,Q,9,10,
26/11/2001,7851,A,A,Q,Q,
26/11/2001,7852,Q,9,10,8,
26/11/2001,7853,K,A,8,8,
26/11/2001,7854,8,K,J,9,
27/11/2001,7855,8,10,A,A,
27/11/2001,7856,9,9,Q,A,
27/11/2001,7857,K,Q,A,J,
27/11/2001,7858,J,A,9,8,
28/11/2001,7859,9,Q,K,10,
28/11/2001,7860,Q,9,J,A,
28/11/2001,7861,Q,J,10,9,
28/11/2001,7862,Q,J,Q,A,
29/11/2001,7863,J,8,A,K,
29/11/2001,7864,A,J,K,Q,
29/11/2001,7865,J,A,K,8,
29/11/2001,7866,10,Q,J,10,
29/11/2001,7867,7,Q,Q,7,
30/11/2001,7868,9,7,K,Q,
30/11/2001,7869,8,A,K,8,
02/12/2001,7870,K,Q,8,Q,
02/12/2001,7871,8,K,9,8,
02/12/2001,7872,8,10,9,J,
02/12/2001,7873,9,K,A,K,
03/12/2001,7874,10,10,8,K,
03/12/2001,7875,8,J,J,7,
03/12/2001,7876,8,Q,K,Q,
03/12/2001,7877,J,K,Q,9,
04/12/2001,7878,9,A,K,7,
04/12/2001,7879,J,8,8,8,
04/12/2001,7880,10,J,J,9,
04/12/2001,7881,9,7,A,K,
05/12/2001,7882,9,J,9,10,
05/12/2001,7883,10,A,K,A,
05/12/2001,7884,J,9,9,10,
05/12/2001,7885,K,8,Q,10,
06/12/2001,7886,K,K,8,J,
06/12/2001,7887,Q,9,8,K,
06/12/2001,7888,7,Q,9,9,
06/12/2001,7889,A,9,Q,10,
06/12/2001,7890,K,9,Q,9,
07/12/2001,7891,10,Q,J,A,
07/12/2001,7892,A,7,9,J,
09/12/2001,7893,K,8,7,10,
09/12/2001,7894,Q,9,8,J,
09/12/2001,7895,10,7,7,8,
09/12/2001,7896,J,J,7,8,
10/12/2001,7897,10,A,8,K,
10/12/2001,7898,9,K,Q,J,
10/12/2001,7899,8,J,Q,8,
10/12/2001,7900,10,Q,8,A,
11/12/2001,7901,K,Q,10,9,
11/12/2001,7902,A,J,7,K,
11/12/2001,7903,J,8,7,Q,
11/12/2001,7904,8,J,7,A,
12/12/2001,7905,10,J,8,7,
12/12/2001,7906,A,10,J,7,
12/12/2001,7907,10,10,9,9,
12/12/2001,7908,8,Q,7,9,
13/12/2001,7909,7,A,8,A,
13/12/2001,7910,10,Q,9,A,
13/12/2001,7911,7,Q,7,K,
13/12/2001,7912,9,Q,Q,A,
13/12/2001,7913,K,Q,7,K,
14/12/2001,7914,Q,J,10,10,
14/12/2001,7915,9,K,10,A,
16/12/2001,7916,7,J,9,J,
16/12/2001,7917,K,9,A,9,
16/12/2001,7918,A,K,K,9,
16/12/2001,7919,J,9,Q,K,
17/12/2001,7920,10,9,9,7,
17/12/2001,7921,7,Q,9,8,
17/12/2001,7922,9,7,7,K,
17/12/2001,7923,J,8,Q,J,
18/12/2001,7924,10,J,K,K,
18/12/2001,7925,K,8,Q,A,
18/12/2001,7926,10,10,Q,Q,
18/12/2001,7927,7,Q,K,9,
19/12/2001,7928,9,Q,9,J,
19/12/2001,7929,K,A,J,9,
19/12/2001,7930,J,9,J,K,
19/12/2001,7931,8,7,8,K,
20/12/2001,7932,8,A,7,8,
20/12/2001,7933,A,8,10,9,
20/12/2001,7934,7,9,10,9,
20/12/2001,7935,K,J,Q,J,
20/12/2001,7936,10,J,Q,A,
21/12/2001,7937,8,J,7,9,
21/12/2001,7938,K,A,A,9,
23/12/2001,7939,J,J,10,9,
23/12/2001,7940,J,9,A,7,
23/12/2001,7941,8,7,A,10,
23/12/2001,7942,8,K,7,8,
24/12/2001,7943,7,Q,8,10,
24/12/2001,7944,9,A,K,9,
24/12/2001,7945,8,9,J,Q,
24/12/2001,7946,Q,10,10,A,
25/12/2001,7947,10,Q,J,8,
25/12/2001,7948,10,K,A,K,
25/12/2001,7949,10,8,A,8,
25/12/2001,7950,9,10,J,A,
26/12/2001,7951,Q,7,10,7,
26/12/2001,7952,7,9,8,K,
26/12/2001,7953,10,10,Q,10,
26/12/2001,7954,Q,8,9,8,
27/12/2001,7955,9,10,Q,A,
27/12/2001,7956,Q,8,8,8,
27/12/2001,7957,A,Q,7,A,
27/12/2001,7958,A,J,J,9,
27/12/2001,7959,Q,10,10,7,
28/12/2001,7960,Q,K,K,J,
28/12/2001,7961,10,Q,10,A,
30/12/2001,7962,J,J,7,10,
30/12/2001,7963,A,K,8,9,
30/12/2001,7964,Q,9,A,8,
30/12/2001,7965,K,Q,J,Q,
31/12/2001,7966,7,9,Q,J,
31/12/2001,7967,K,9,J,Q,
31/12/2001,7968,8,A,9,9,
31/12/2001,7969,K,9,A,10,
01/01/2002,7970,8,10,Q,7,
01/01/2002,7971,8,K,A,7,
01/01/2002,7972,Q,7,K,7,
01/01/2002,7973,9,J,K,9,
02/01/2002,7974,A,9,7,7,
02/01/2002,7975,10,7,K,Q,
02/01/2002,7976,8,J,8,7,
02/01/2002,7977,J,A,A,10,
03/01/2002,7978,10,8,9,10,
03/01/2002,7979,7,Q,K,10,
03/01/2002,7980,K,8,8,Q,
03/01/2002,7981,J,A,Q,K,
03/01/2002,7982,7,9,J,9,
04/01/2002,7983,9,J,K,K,
04/01/2002,7984,Q,10,8,K,
06/01/2002,7985,K,A,7,10,
06/01/2002,7986,9,7,9,J,
06/01/2002,7987,8,J,J,7,
06/01/2002,7988,9,7,A,10,
07/01/2002,7989,8,8,A,7,
07/01/2002,7990,Q,Q,K,9,
07/01/2002,7991,K,10,9,A,
07/01/2002,7992,9,7,J,9,
08/01/2002,7993,J,10,K,A,
08/01/2002,7994,8,J,7,Q,
08/01/2002,7995,9,7,K,K,
08/01/2002,7996,7,10,8,J,
09/01/2002,7997,7,8,9,Q,
09/01/2002,7998,9,Q,7,7,
09/01/2002,7999,9,A,8,8,
09/01/2002,8000,K,10,K,Q,
10/01/2002,8001,7,10,Q,J,
10/01/2002,8002,J,10,Q,10,
10/01/2002,8003,Q,10,10,A,
10/01/2002,8004,J,Q,J,7,
10/01/2002,8005,7,K,J,J,
11/01/2002,8006,8,A,K,J,
11/01/2002,8007,K,K,10,7,
13/01/2002,8008,9,8,Q,K,
13/01/2002,8009,A,Q,8,A,
13/01/2002,8010,Q,7,Q,8,
13/01/2002,8011,9,K,A,Q,
14/01/2002,8012,8,A,10,K,
14/01/2002,8013,J,Q,10,K,
14/01/2002,8014,K,K,Q,J,
14/01/2002,8015,10,9,9,Q,
15/01/2002,8016,A,K,7,K,
15/01/2002,8017,J,9,9,9,
15/01/2002,8018,K,J,8,10,
15/01/2002,8019,A,8,9,Q,
16/01/2002,8020,A,10,K,9,
16/01/2002,8021,J,Q,7,A,
16/01/2002,8022,8,7,9,J,
16/01/2002,8023,8,9,7,A,
17/01/2002,8024,10,J,J,K,
17/01/2002,8025,K,7,Q,9,
17/01/2002,8026,K,K,7,8,
17/01/2002,8027,7,A,8,7,
17/01/2002,8028,J,K,10,9,
18/01/2002,8029,K,K,9,10,
18/01/2002,8030,9,7,Q,A,
20/01/2002,8031,K,K,7,8,
20/01/2002,8032,7,10,9,9,
20/01/2002,8033,8,8,10,7,
20/01/2002,8034,Q,7,J,7,
21/01/2002,8035,8,9,A,7,
21/01/2002,8036,9,Q,9,J,
21/01/2002,8037,7,Q,K,J,
21/01/2002,8038,10,Q,7,Q,
22/01/2002,8039,A,Q,10,K,
22/01/2002,8040,7,Q,Q,K,
22/01/2002,8041,J,8,K,Q,
22/01/2002,8042,A,10,K,9,
23/01/2002,8043,7,7,K,A,
23/01/2002,8044,8,7,8,9,
23/01/2002,8045,7,10,10,K,
23/01/2002,8046,7,J,J,8,
24/01/2002,8047,J,J,A,Q,
24/01/2002,8048,8,10,8,K,
24/01/2002,8049,K,8,J,10,
24/01/2002,8050,A,J,Q,K,
24/01/2002,8051,7,K,J,J,
25/01/2002,8052,J,A,K,10,
25/01/2002,8053,7,10,Q,A,
26/01/2002,8054,Q,10,K,7,
27/01/2002,8055,J,J,9,J,
27/01/2002,8056,J,10,10,9,
27/01/2002,8057,8,7,8,7,
27/01/2002,8058,9,A,J,10,
28/01/2002,8059,10,K,K,J,
28/01/2002,8060,J,9,8,A,
28/01/2002,8061,9,K,K,8,
28/01/2002,8062,10,9,8,A,
29/01/2002,8063,K,8,9,K,
29/01/2002,8064,A,K,A,J,
29/01/2002,8065,10,K,A,J,
29/01/2002,8066,K,7,Q,10,
30/01/2002,8067,Q,8,10,A,
30/01/2002,8068,7,7,9,9,
30/01/2002,8069,Q,7,8,K,
30/01/2002,8070,7,J,K,10,
31/01/2002,8071,K,8,7,Q,
31/01/2002,8072,9,A,Q,9,
31/01/2002,8073,10,Q,8,J,
31/01/2002,8074,8,A,8,8,
31/01/2002,8075,J,10,J,J,
01/02/2002,8076,J,Q,9,10,
01/02/2002,8077,A,7,A,9,
02/02/2002,8078,A,7,9,7,
03/02/2002,8079,9,A,J,Q,
03/02/2002,8080,J,A,K,10,
03/02/2002,8081,9,Q,Q,10,
03/02/2002,8082,J,10,10,J,
04/02/2002,8083,Q,Q,10,Q,
04/02/2002,8084,10,9,8,A,
04/02/2002,8085,7,K,9,Q,
04/02/2002,8086,K,7,J,J,
05/02/2002,8087,Q,9,10,A,
05/02/2002,8088,J,K,A,7,
05/02/2002,8089,9,K,9,J,
05/02/2002,8090,10,9,10,A,
06/02/2002,8091,8,Q,A,A,
06/02/2002,8092,10,7,7,10,
06/02/2002,8093,7,Q,K,8,
06/02/2002,8094,10,J,9,K,
07/02/2002,8095,Q,9,Q,J,
07/02/2002,8096,7,7,Q,8,
07/02/2002,8097,Q,7,J,J,
07/02/2002,8098,7,9,K,A,
07/02/2002,8099,J,9,7,8,
08/02/2002,8100,8,9,A,9,
08/02/2002,8101,J,K,10,7,
09/02/2002,8102,10,J,K,8,
10/02/2002,8103,K,8,10,J,
10/02/2002,8104,K,8,J,Q,
10/02/2002,8105,Q,Q,7,9,
10/02/2002,8106,8,Q,J,9,
11/02/2002,8107,9,10,8,J,
11/02/2002,8108,8,8,10,K,
11/02/2002,8109,9,8,A,8,
11/02/2002,8110,A,Q,8,K,
12/02/2002,8111,Q,Q,9,K,
12/02/2002,8112,J,8,7,Q,
12/02/2002,8113,8,9,8,9,
12/02/2002,8114,9,9,J,A,
13/02/2002,8115,Q,Q,10,10,
13/02/2002,8116,Q,9,8,Q,
13/02/2002,8117,A,J,K,K,
13/02/2002,8118,A,J,9,K,
14/02/2002,8119,9,J,7,J,
14/02/2002,8120,A,9,Q,9,
14/02/2002,8121,9,J,10,K,
14/02/2002,8122,7,K,Q,K,
14/02/2002,8123,A,K,Q,K,
15/02/2002,8124,10,7,10,J,
15/02/2002,8125,10,Q,8,8,
16/02/2002,8126,7,8,Q,J,
17/02/2002,8127,7,9,Q,J,
17/02/2002,8128,8,K,8,J,
17/02/2002,8129,10,9,J,7,
17/02/2002,8130,8,A,10,A,
18/02/2002,8131,7,A,10,7,
18/02/2002,8132,K,8,7,Q,
18/02/2002,8133,9,K,J,9,
18/02/2002,8134,9,8,K,A,
19/02/2002,8135,K,10,K,Q,
19/02/2002,8136,9,7,10,10,
19/02/2002,8137,9,A,8,8,
19/02/2002,8138,Q,10,7,K,
20/02/2002,8139,J,7,Q,Q,
20/02/2002,8140,9,K,Q,Q,
20/02/2002,8141,9,Q,Q,7,
20/02/2002,8142,A,10,K,7,
21/02/2002,8143,A,10,7,K,
21/02/2002,8144,9,10,10,Q,
21/02/2002,8145,Q,8,A,A,
21/02/2002,8146,10,9,J,9,
21/02/2002,8147,9,J,K,9,
22/02/2002,8148,A,J,J,K,
22/02/2002,8149,A,7,8,8,
23/02/2002,8150,10,10,8,K,
24/02/2002,8151,9,8,Q,10,
24/02/2002,8152,K,A,10,7,
24/02/2002,8153,9,K,7,Q,
24/02/2002,8154,8,10,9,10,
25/02/2002,8155,A,A,7,9,
25/02/2002,8156,9,Q,J,K,
25/02/2002,8157,8,8,7,Q,
25/02/2002,8158,A,10,10,10,
26/02/2002,8159,J,J,A,K,
26/02/2002,8160,Q,A,7,8,
26/02/2002,8161,8,8,7,10,
26/02/2002,8162,7,10,10,J,
27/02/2002,8163,J,K,K,9,
27/02/2002,8164,Q,8,10,8,
27/02/2002,8165,7,10,J,10,
27/02/2002,8166,7,9,8,10,
28/02/2002,8167,J,10,K,J,
28/02/2002,8168,J,A,7,K,
28/02/2002,8169,8,K,8,Q,
28/02/2002,8170,9,J,K,Q,
28/02/2002,8171,Q,Q,9,J,
01/03/2002,8172,K,J,9,A,
01/03/2002,8173,Q,9,Q,K,
02/03/2002,8174,8,J,10,K,
03/03/2002,8175,K,7,A,8,
03/03/2002,8176,9,K,A,A,
03/03/2002,8177,J,Q,J,9,
03/03/2002,8178,A,K,9,10,
04/03/2002,8179,Q,8,A,J,
04/03/2002,8180,8,Q,A,Q,
04/03/2002,8181,Q,10,J,Q,
04/03/2002,8182,K,K,8,K,
05/03/2002,8183,10,K,A,J,
05/03/2002,8184,8,10,A,10,
05/03/2002,8185,J,K,A,10,
05/03/2002,8186,10,9,8,8,
06/03/2002,8187,Q,K,8,J,
06/03/2002,8188,J,K,K,Q,
06/03/2002,8189,8,8,7,8,
06/03/2002,8190,A,9,7,8,
07/03/2002,8191,K,A,10,Q,
07/03/2002,8192,J,A,K,7,
07/03/2002,8193,8,J,7,K,
07/03/2002,8194,A,K,8,8,
07/03/2002,8195,Q,J,J,9,
08/03/2002,8196,Q,A,7,10,
08/03/2002,8197,Q,7,K,J,
09/03/2002,8198,Q,J,A,10,
10/03/2002,8199,Q,Q,Q,K,
10/03/2002,8200,10,J,9,7,
10/03/2002,8201,8,9,10,J,
10/03/2002,8202,9,7,A,J,
11/03/2002,8203,K,8,K,10,
11/03/2002,8204,8,A,10,J,
11/03/2002,8205,10,Q,A,8,
11/03/2002,8206,8,Q,J,A,
12/03/2002,8207,A,10,10,9,
12/03/2002,8208,A,J,Q,8,
12/03/2002,8209,8,7,J,K,
12/03/2002,8210,8,Q,10,7,
13/03/2002,8211,A,K,A,A,
13/03/2002,8212,K,9,K,8,
13/03/2002,8213,8,10,7,J,
13/03/2002,8214,7,10,Q,J,
14/03/2002,8215,7,7,7,7,
14/03/2002,8216,9,J,J,7,
14/03/2002,8217,8,J,J,K,
14/03/2002,8218,A,Q,K,J,
14/03/2002,8219,8,8,7,J,
15/03/2002,8220,J,Q,A,7,
15/03/2002,8221,10,10,Q,9,
16/03/2002,8222,K,Q,8,8,
17/03/2002,8223,8,7,9,A,
17/03/2002,8224,Q,8,K,J,
17/03/2002,8225,Q,Q,Q,8,
17/03/2002,8226,8,A,9,10,
18/03/2002,8227,9,10,K,Q,
18/03/2002,8228,Q,7,8,9,
18/03/2002,8229,8,9,Q,8,
18/03/2002,8230,J,8,A,Q,
19/03/2002,8231,J,9,Q,8,
19/03/2002,8232,K,J,K,A,
19/03/2002,8233,K,Q,10,8,
19/03/2002,8234,A,8,10,8,
20/03/2002,8235,J,8,10,9,
20/03/2002,8236,K,7,8,Q,
20/03/2002,8237,7,A,Q,8,
20/03/2002,8238,Q,10,10,8,
21/03/2002,8239,8,7,10,Q,
21/03/2002,8240,K,10,8,7,
21/03/2002,8241,J,9,9,Q,
21/03/2002,8242,10,8,K,10,
21/03/2002,8243,Q,8,Q,9,
22/03/2002,8244,7,9,K,K,
22/03/2002,8245,9,10,A,Q,
23/03/2002,8246,9,8,K,9,
24/03/2002,8247,A,10,Q,J,
24/03/2002,8248,9,A,J,A,
24/03/2002,8249,8,Q,K,8,
24/03/2002,8250,10,8,10,K,
25/03/2002,8251,8,K,8,Q,
25/03/2002,8252,K,7,10,Q,
25/03/2002,8253,K,J,9,8,
25/03/2002,8254,7,J,J,10,
26/03/2002,8255,7,7,A,8,
26/03/2002,8256,8,K,J,8,
26/03/2002,8257,7,8,Q,J,
26/03/2002,8258,K,Q,J,K,
27/03/2002,8259,7,7,7,J,
27/03/2002,8260,8,Q,9,7,
28/03/2002,8261,10,8,9,A,
28/03/2002,8262,J,7,7,7,
29/03/2002,8263,Q,8,J,9,
29/03/2002,8264,A,J,J,10,
30/03/2002,8265,Q,10,7,7,
31/03/2002,8266,8,9,Q,8,
31/03/2002,8267,10,7,10,9,
31/03/2002,8268,Q,Q,K,8,
31/03/2002,8269,Q,Q,9,K,
01/04/2002,8270,Q,Q,J,J,
01/04/2002,8271,10,A,J,A,
01/04/2002,8272,J,Q,A,Q,
01/04/2002,8273,Q,A,A,10,
02/04/2002,8274,K,9,J,A,
02/04/2002,8275,A,9,7,A,
03/04/2002,8276,10,8,Q,A,
04/04/2002,8277,Q,J,J,7,
04/04/2002,8278,A,Q,A,Q,
04/04/2002,8279,7,A,Q,8,
04/04/2002,8280,J,K,J,A,
04/04/2002,8281,J,10,10,A,
05/04/2002,8282,9,8,K,8,
05/04/2002,8283,8,Q,7,9,
06/04/2002,8284,10,8,7,8,
07/04/2002,8285,10,Q,8,9,
07/04/2002,8286,K,7,Q,J,
07/04/2002,8287,8,9,9,J,
07/04/2002,8288,A,Q,8,8,
08/04/2002,8289,7,9,10,10,
08/04/2002,8290,8,J,10,7,
08/04/2002,8291,Q,A,J,Q,
09/04/2002,8292,8,J,8,K,
10/04/2002,8293,8,10,A,Q,
10/04/2002,8294,A,Q,8,9,
10/04/2002,8295,7,J,A,10,
10/04/2002,8296,A,9,8,J,
11/04/2002,8297,10,10,J,K,
11/04/2002,8298,J,A,Q,K,
11/04/2002,8299,8,K,9,J,
11/04/2002,8300,9,J,Q,A,
11/04/2002,8301,8,K,7,J,
12/04/2002,8302,10,K,K,10,
12/04/2002,8303,A,8,Q,J,
13/04/2002,8304,10,J,8,A,
14/04/2002,8305,8,Q,9,Q,
14/04/2002,8306,7,10,J,A,
14/04/2002,8307,Q,K,7,K,
14/04/2002,8308,J,9,10,8,
15/04/2002,8309,K,8,8,9,
15/04/2002,8310,Q,10,A,K,
15/04/2002,8311,8,10,Q,7,
16/04/2002,8312,J,A,A,A,
17/04/2002,8313,8,8,7,7,
18/04/2002,8314,8,Q,8,10,
18/04/2002,8315,Q,K,10,8,
18/04/2002,8316,Q,Q,7,A,
18/04/2002,8317,9,Q,A,8,
18/04/2002,8318,10,7,A,K,
19/04/2002,8319,7,10,J,J,
19/04/2002,8320,K,8,10,K,
20/04/2002,8321,J,J,10,K,
21/04/2002,8322,7,7,A,8,
21/04/2002,8323,7,A,K,K,
21/04/2002,8324,K,9,Q,8,
21/04/2002,8325,J,J,8,A,
22/04/2002,8326,10,10,Q,9,
22/04/2002,8327,10,K,K,10,
22/04/2002,8328,Q,10,10,8,
22/04/2002,8329,9,J,7,K,
23/04/2002,8330,A,Q,8,A,
23/04/2002,8331,10,10,8,10,
23/04/2002,8332,8,7,Q,8,
23/04/2002,8333,7,10,K,7,
24/04/2002,8334,K,7,7,9,
24/04/2002,8335,8,Q,10,K,
24/04/2002,8336,K,A,9,7,
24/04/2002,8337,7,10,K,9,
25/04/2002,8338,9,Q,Q,Q,
25/04/2002,8339,K,Q,7,10,
25/04/2002,8340,8,K,A,8,
25/04/2002,8341,8,7,K,8,
