תאריך,הגרלה,תלתן,יהלום,לב,עלה
19/07/2018,37978,10,8,7,Q,
19/07/2018,37979,J,9,A,7,
19/07/2018,37980,Q,9,K,K,
19/07/2018,37981,K,10,7,8,
19/07/2018,37982,7,9,Q,J,
19/07/2018,37983,J,Q,A,Q,
20/07/2018,37984,Q,A,A,J,
20/07/2018,37985,J,A,10,10,
20/07/2018,37986,8,9,8,7,
22/07/2018,37987,K,K,7,8,
22/07/2018,37988,7,A,10,J,
22/07/2018,37989,8,J,9,9,
22/07/2018,37990,K,7,J,A,
22/07/2018,37991,8,9,J,A,
22/07/2018,37992,K,7,J,7,
22/07/2018,37993,7,K,A,J,
23/07/2018,37994,7,J,Q,10,
23/07/2018,37995,7,8,J,9,
23/07/2018,37996,A,Q,8,8,
23/07/2018,37997,8,7,Q,9,
23/07/2018,37998,A,A,7,Q,
23/07/2018,37999,A,9,9,10,
23/07/2018,38000,8,8,Q,A,
24/07/2018,38001,7,J,9,K,
24/07/2018,38002,Q,K,7,J,
24/07/2018,38003,Q,10,Q,10,
24/07/2018,38004,7,K,Q,8,
24/07/2018,38005,K,9,10,A,
24/07/2018,38006,K,10,7,J,
24/07/2018,38007,Q,7,8,A,
25/07/2018,38008,8,7,Q,K,
25/07/2018,38009,7,9,A,J,
25/07/2018,38010,J,J,9,10,
25/07/2018,38011,K,J,A,9,
25/07/2018,38012,9,9,J,9,
25/07/2018,38013,8,7,J,J,
25/07/2018,38014,7,K,J,Q,
26/07/2018,38015,8,10,Q,9,
26/07/2018,38016,8,8,9,Q,
26/07/2018,38017,Q,K,K,A,
26/07/2018,38018,8,A,8,9,
26/07/2018,38019,A,9,7,K,
26/07/2018,38020,K,A,Q,7,
26/07/2018,38021,10,K,A,9,
27/07/2018,38022,Q,K,K,10,
27/07/2018,38023,8,K,J,8,
27/07/2018,38024,A,J,9,Q,
28/07/2018,38025,Q,7,10,8,
28/07/2018,38026,10,A,J,9,
29/07/2018,38027,10,9,7,9,
29/07/2018,38028,A,Q,10,7,
29/07/2018,38029,J,K,7,9,
29/07/2018,38030,A,7,Q,J,
29/07/2018,38031,A,7,J,K,
29/07/2018,38032,Q,9,8,7,
29/07/2018,38033,J,Q,K,8,
30/07/2018,38034,7,J,J,J,
30/07/2018,38035,J,Q,9,J,
30/07/2018,38036,A,10,9,9,
30/07/2018,38037,Q,J,A,K,
30/07/2018,38038,10,8,9,Q,
30/07/2018,38039,K,7,10,10,
30/07/2018,38040,8,Q,K,9,
31/07/2018,38041,A,8,7,10,
31/07/2018,38042,7,K,A,K,
31/07/2018,38043,9,J,Q,10,
31/07/2018,38044,Q,Q,K,Q,
31/07/2018,38045,10,A,9,10,
31/07/2018,38046,9,10,8,J,
31/07/2018,38047,7,A,Q,J,
01/08/2018,38048,9,9,9,9,
01/08/2018,38049,10,8,7,7,
01/08/2018,38050,A,10,K,7,
01/08/2018,38051,J,7,8,10,
01/08/2018,38052,Q,A,8,A,
01/08/2018,38053,A,K,K,J,
01/08/2018,38054,J,A,7,8,
02/08/2018,38055,9,Q,A,7,
02/08/2018,38056,10,K,K,A,
02/08/2018,38057,A,10,J,7,
02/08/2018,38058,9,8,Q,8,
02/08/2018,38059,10,8,J,10,
02/08/2018,38060,A,Q,10,Q,
02/08/2018,38061,J,J,10,9,
03/08/2018,38062,K,7,K,J,
03/08/2018,38063,K,A,Q,J,
03/08/2018,38064,9,A,8,K,
04/08/2018,38065,10,8,10,7,
04/08/2018,38066,8,8,J,J,
05/08/2018,38067,Q,9,K,8,
05/08/2018,38068,10,K,A,7,
05/08/2018,38069,A,A,9,8,
05/08/2018,38070,A,K,K,10,
05/08/2018,38071,9,J,8,10,
05/08/2018,38072,10,10,8,10,
05/08/2018,38073,A,A,A,J,
06/08/2018,38074,Q,K,7,Q,
06/08/2018,38075,9,Q,7,8,
06/08/2018,38076,A,7,9,10,
06/08/2018,38077,10,8,A,10,
06/08/2018,38078,K,K,8,9,
06/08/2018,38079,9,10,A,J,
06/08/2018,38080,9,J,8,J,
07/08/2018,38081,Q,Q,Q,9,
07/08/2018,38082,9,A,J,8,
07/08/2018,38083,K,9,J,8,
07/08/2018,38084,7,7,9,10,
07/08/2018,38085,Q,7,7,A,
07/08/2018,38086,8,A,Q,10,
07/08/2018,38087,K,K,K,Q,
08/08/2018,38088,A,8,7,10,
08/08/2018,38089,A,10,J,10,
08/08/2018,38090,8,A,A,J,
08/08/2018,38091,Q,9,A,J,
08/08/2018,38092,Q,8,7,9,
08/08/2018,38093,10,Q,8,K,
08/08/2018,38094,J,7,7,9,
09/08/2018,38095,9,K,A,10,
09/08/2018,38096,J,A,J,Q,
09/08/2018,38097,8,Q,Q,A,
09/08/2018,38098,A,Q,A,8,
09/08/2018,38099,Q,8,9,7,
09/08/2018,38100,9,K,J,8,
09/08/2018,38101,7,7,9,J,
10/08/2018,38102,K,K,10,J,
10/08/2018,38103,Q,10,A,A,
10/08/2018,38104,9,A,Q,J,
11/08/2018,38105,A,J,10,Q,
11/08/2018,38106,9,10,7,K,
12/08/2018,38107,K,9,K,7,
12/08/2018,38108,8,7,Q,8,
12/08/2018,38109,Q,9,K,Q,
12/08/2018,38110,A,9,J,J,
12/08/2018,38111,Q,K,Q,A,
12/08/2018,38112,J,8,A,7,
12/08/2018,38113,Q,7,A,9,
13/08/2018,38114,J,K,8,7,
13/08/2018,38115,A,8,K,K,
13/08/2018,38116,A,7,7,8,
13/08/2018,38117,K,A,K,7,
13/08/2018,38118,10,9,K,10,
13/08/2018,38119,Q,9,A,10,
13/08/2018,38120,9,J,K,K,
14/08/2018,38121,A,Q,9,10,
14/08/2018,38122,10,Q,K,K,
14/08/2018,38123,7,8,A,10,
14/08/2018,38124,Q,9,J,9,
14/08/2018,38125,Q,9,J,7,
14/08/2018,38126,7,J,7,10,
14/08/2018,38127,9,K,K,8,
15/08/2018,38128,9,10,9,8,
15/08/2018,38129,9,7,Q,Q,
15/08/2018,38130,J,7,K,A,
15/08/2018,38131,Q,A,J,7,
15/08/2018,38132,7,10,A,K,
15/08/2018,38133,8,10,Q,A,
15/08/2018,38134,7,K,9,9,
16/08/2018,38135,J,8,K,8,
16/08/2018,38136,10,9,8,Q,
16/08/2018,38137,7,J,A,Q,
16/08/2018,38138,7,K,J,J,
16/08/2018,38139,J,10,7,K,
16/08/2018,38140,10,A,J,8,
16/08/2018,38141,J,7,A,K,
17/08/2018,38142,Q,A,J,Q,
17/08/2018,38143,9,Q,10,7,
17/08/2018,38144,9,8,7,9,
18/08/2018,38145,8,A,9,8,
18/08/2018,38146,A,A,A,J,
19/08/2018,38147,Q,7,A,A,
19/08/2018,38148,10,J,K,K,
19/08/2018,38149,J,10,A,Q,
19/08/2018,38150,8,9,K,Q,
19/08/2018,38151,7,7,7,J,
19/08/2018,38152,10,J,K,A,
19/08/2018,38153,7,10,K,J,
20/08/2018,38154,7,10,9,A,
20/08/2018,38155,Q,9,8,7,
20/08/2018,38156,Q,10,10,Q,
20/08/2018,38157,8,K,9,8,
20/08/2018,38158,A,J,8,A,
20/08/2018,38159,A,8,9,Q,
20/08/2018,38160,A,7,8,9,
21/08/2018,38161,K,10,K,7,
21/08/2018,38162,K,7,9,A,
21/08/2018,38163,J,8,9,J,
21/08/2018,38164,Q,A,8,10,
21/08/2018,38165,Q,10,J,Q,
21/08/2018,38166,7,J,Q,7,
21/08/2018,38167,7,Q,10,Q,
22/08/2018,38168,J,10,7,J,
22/08/2018,38169,7,8,9,A,
22/08/2018,38170,A,K,A,J,
22/08/2018,38171,Q,J,8,J,
22/08/2018,38172,7,7,7,Q,
22/08/2018,38173,10,J,10,7,
22/08/2018,38174,10,J,9,8,
23/08/2018,38175,9,K,8,10,
23/08/2018,38176,K,8,K,Q,
23/08/2018,38177,7,7,J,10,
23/08/2018,38178,10,9,8,Q,
23/08/2018,38179,9,9,8,J,
23/08/2018,38180,7,J,10,8,
23/08/2018,38181,Q,10,J,9,
24/08/2018,38182,J,Q,K,7,
24/08/2018,38183,J,7,A,K,
24/08/2018,38184,8,8,K,Q,
25/08/2018,38185,K,10,A,K,
25/08/2018,38186,10,A,Q,A,
26/08/2018,38187,K,8,9,8,
26/08/2018,38188,A,J,9,9,
26/08/2018,38189,J,7,8,J,
26/08/2018,38190,A,10,8,J,
26/08/2018,38191,Q,K,K,7,
26/08/2018,38192,J,J,J,9,
26/08/2018,38193,8,Q,K,8,
27/08/2018,38194,8,9,7,7,
27/08/2018,38195,A,J,A,Q,
27/08/2018,38196,8,10,8,Q,
27/08/2018,38197,8,K,8,9,
27/08/2018,38198,J,A,J,K,
27/08/2018,38199,9,8,10,9,
27/08/2018,38200,10,8,10,8,
28/08/2018,38201,Q,Q,7,7,
28/08/2018,38202,Q,K,K,Q,
28/08/2018,38203,Q,9,Q,J,
28/08/2018,38204,K,10,8,8,
28/08/2018,38205,K,7,10,J,
28/08/2018,38206,7,Q,9,7,
28/08/2018,38207,8,Q,Q,A,
29/08/2018,38208,Q,J,A,Q,
29/08/2018,38209,J,A,9,K,
29/08/2018,38210,7,8,K,A,
29/08/2018,38211,9,K,8,8,
29/08/2018,38212,9,7,Q,9,
29/08/2018,38213,8,J,7,J,
29/08/2018,38214,Q,7,10,J,
30/08/2018,38215,K,A,7,10,
30/08/2018,38216,8,Q,8,A,
30/08/2018,38217,8,7,9,10,
30/08/2018,38218,7,10,9,8,
30/08/2018,38219,7,9,7,A,
30/08/2018,38220,10,9,9,9,
30/08/2018,38221,Q,10,9,7,
31/08/2018,38222,A,10,Q,8,
31/08/2018,38223,7,8,A,10,
31/08/2018,38224,9,7,9,J,
01/09/2018,38225,J,7,Q,J,
01/09/2018,38226,A,A,9,9,
02/09/2018,38227,K,7,A,J,
02/09/2018,38228,K,Q,A,9,
02/09/2018,38229,9,J,8,J,
02/09/2018,38230,J,J,8,Q,
02/09/2018,38231,A,A,K,10,
02/09/2018,38232,J,10,8,K,
02/09/2018,38233,10,9,7,J,
03/09/2018,38234,Q,A,8,7,
03/09/2018,38235,9,K,K,K,
03/09/2018,38236,Q,A,Q,Q,
03/09/2018,38237,Q,J,K,K,
03/09/2018,38238,10,Q,J,K,
03/09/2018,38239,10,K,K,7,
03/09/2018,38240,J,7,10,Q,
04/09/2018,38241,8,9,K,7,
04/09/2018,38242,A,Q,9,7,
04/09/2018,38243,Q,J,J,A,
04/09/2018,38244,7,Q,Q,7,
04/09/2018,38245,7,K,Q,A,
04/09/2018,38246,9,A,Q,7,
04/09/2018,38247,K,9,K,Q,
05/09/2018,38248,Q,J,8,7,
05/09/2018,38249,8,Q,9,7,
05/09/2018,38250,10,8,Q,K,
05/09/2018,38251,7,Q,8,9,
05/09/2018,38252,J,A,8,J,
05/09/2018,38253,8,10,Q,Q,
05/09/2018,38254,K,A,J,Q,
06/09/2018,38255,Q,9,Q,Q,
06/09/2018,38256,Q,J,J,A,
06/09/2018,38257,Q,10,J,7,
06/09/2018,38258,9,Q,J,K,
06/09/2018,38259,K,J,9,J,
06/09/2018,38260,K,K,8,10,
06/09/2018,38261,9,J,10,Q,
07/09/2018,38262,7,10,J,10,
07/09/2018,38263,K,7,K,9,
07/09/2018,38264,9,Q,10,8,
08/09/2018,38265,8,9,8,8,
08/09/2018,38266,10,9,J,K,
09/09/2018,38267,10,7,9,K,
09/09/2018,38268,10,Q,10,K,
09/09/2018,38269,Q,7,7,9,
11/09/2018,38270,Q,K,7,7,
11/09/2018,38271,8,K,J,Q,
12/09/2018,38272,A,7,7,A,
12/09/2018,38273,9,8,K,A,
12/09/2018,38274,7,10,9,Q,
12/09/2018,38275,7,J,10,A,
12/09/2018,38276,A,K,8,K,
12/09/2018,38277,K,Q,8,10,
12/09/2018,38278,9,10,7,K,
13/09/2018,38279,10,K,7,9,
13/09/2018,38280,K,7,8,8,
13/09/2018,38281,7,9,7,K,
13/09/2018,38282,10,7,10,8,
13/09/2018,38283,9,8,K,A,
13/09/2018,38284,8,J,Q,10,
13/09/2018,38285,Q,Q,9,7,
14/09/2018,38286,8,8,7,8,
14/09/2018,38287,7,J,8,K,
14/09/2018,38288,10,A,10,A,
15/09/2018,38289,10,J,J,9,
15/09/2018,38290,7,Q,J,8,
16/09/2018,38291,7,J,Q,10,
16/09/2018,38292,J,K,A,7,
16/09/2018,38293,10,10,8,10,
16/09/2018,38294,A,J,Q,J,
16/09/2018,38295,J,8,Q,8,
16/09/2018,38296,A,K,J,7,
16/09/2018,38297,Q,A,9,Q,
17/09/2018,38298,Q,Q,J,8,
17/09/2018,38299,10,7,10,7,
17/09/2018,38300,K,10,8,10,
17/09/2018,38301,9,9,A,7,
17/09/2018,38302,K,8,K,7,
17/09/2018,38303,9,10,J,9,
17/09/2018,38304,K,J,7,10,
18/09/2018,38305,Q,8,8,A,
19/09/2018,38306,10,7,J,K,
19/09/2018,38307,J,Q,Q,A,
20/09/2018,38308,7,A,10,J,
20/09/2018,38309,K,K,9,8,
20/09/2018,38310,9,J,K,7,
20/09/2018,38311,Q,9,7,8,
20/09/2018,38312,7,Q,K,9,
20/09/2018,38313,Q,K,K,K,
20/09/2018,38314,10,K,7,J,
21/09/2018,38315,A,8,Q,10,
21/09/2018,38316,7,J,A,Q,
21/09/2018,38317,8,K,Q,A,
22/09/2018,38318,J,Q,7,J,
22/09/2018,38319,A,Q,8,A,
23/09/2018,38320,9,7,K,K,
23/09/2018,38321,J,Q,J,A,
23/09/2018,38322,10,9,A,J,
24/09/2018,38323,8,7,K,9,
24/09/2018,38324,J,Q,J,J,
25/09/2018,38325,8,A,A,A,
25/09/2018,38326,10,7,9,J,
25/09/2018,38327,A,A,10,9,
25/09/2018,38328,8,7,9,K,
25/09/2018,38329,Q,J,Q,J,
25/09/2018,38330,9,K,10,A,
25/09/2018,38331,8,7,9,K,
26/09/2018,38332,K,A,8,J,
26/09/2018,38333,9,Q,A,Q,
26/09/2018,38334,10,A,7,7,
26/09/2018,38335,10,10,K,K,
26/09/2018,38336,8,Q,10,7,
26/09/2018,38337,J,7,8,J,
26/09/2018,38338,8,10,K,10,
27/09/2018,38339,7,9,J,Q,
27/09/2018,38340,10,8,Q,8,
27/09/2018,38341,A,K,10,9,
27/09/2018,38342,8,7,K,9,
27/09/2018,38343,10,K,Q,J,
27/09/2018,38344,J,7,10,7,
27/09/2018,38345,Q,A,7,J,
28/09/2018,38346,8,10,J,Q,
28/09/2018,38347,7,7,8,8,
28/09/2018,38348,K,K,Q,9,
29/09/2018,38349,J,K,8,Q,
29/09/2018,38350,Q,Q,J,K,
30/09/2018,38351,8,J,10,8,
30/09/2018,38352,Q,J,A,Q,
30/09/2018,38353,8,10,8,J,
01/10/2018,38354,A,7,10,7,
01/10/2018,38355,8,8,9,J,
02/10/2018,38356,J,9,K,K,
02/10/2018,38357,10,K,K,8,
02/10/2018,38358,Q,A,A,9,
02/10/2018,38359,K,K,A,Q,
02/10/2018,38360,10,J,10,A,
02/10/2018,38361,Q,7,8,9,
02/10/2018,38362,K,7,A,9,
03/10/2018,38363,8,K,9,8,
03/10/2018,38364,9,9,7,K,
03/10/2018,38365,8,10,9,K,
03/10/2018,38366,Q,Q,Q,10,
03/10/2018,38367,10,Q,7,8,
03/10/2018,38368,8,Q,7,8,
03/10/2018,38369,J,A,Q,K,
04/10/2018,38370,8,9,9,J,
04/10/2018,38371,Q,J,10,9,
04/10/2018,38372,A,9,A,J,
04/10/2018,38373,8,J,J,10,
04/10/2018,38374,K,10,7,K,
04/10/2018,38375,A,10,7,Q,
04/10/2018,38376,8,Q,A,10,
05/10/2018,38377,A,K,10,8,
05/10/2018,38378,10,10,7,Q,
05/10/2018,38379,10,7,8,9,
06/10/2018,38380,10,K,7,7,
06/10/2018,38381,7,7,8,A,
07/10/2018,38382,Q,J,Q,Q,
07/10/2018,38383,J,10,Q,K,
07/10/2018,38384,Q,8,8,A,
07/10/2018,38385,Q,7,7,A,
07/10/2018,38386,10,7,J,7,
07/10/2018,38387,9,Q,A,K,
07/10/2018,38388,J,Q,7,J,
08/10/2018,38389,8,10,K,Q,
08/10/2018,38390,10,K,10,8,
08/10/2018,38391,K,10,8,10,
08/10/2018,38392,Q,J,10,J,
08/10/2018,38393,10,9,10,10,
08/10/2018,38394,K,Q,8,A,
08/10/2018,38395,Q,Q,A,Q,
09/10/2018,38396,7,K,9,Q,
09/10/2018,38397,A,9,9,10,
09/10/2018,38398,A,A,9,9,
09/10/2018,38399,7,J,K,8,
09/10/2018,38400,7,A,Q,9,
09/10/2018,38401,8,J,J,9,
09/10/2018,38402,K,K,8,J,
10/10/2018,38403,A,7,7,7,
10/10/2018,38404,7,J,10,7,
10/10/2018,38405,J,Q,9,8,
10/10/2018,38406,K,10,A,8,
10/10/2018,38407,9,Q,7,7,
10/10/2018,38408,J,10,9,Q,
10/10/2018,38409,J,10,9,9,
11/10/2018,38410,7,10,A,A,
11/10/2018,38411,9,7,7,8,
11/10/2018,38412,Q,9,A,J,
11/10/2018,38413,J,10,10,10,
11/10/2018,38414,9,A,Q,Q,
11/10/2018,38415,Q,K,8,8,
11/10/2018,38416,Q,7,7,A,
12/10/2018,38417,7,8,A,8,
12/10/2018,38418,9,7,10,9,
12/10/2018,38419,K,A,Q,8,
13/10/2018,38420,A,9,J,9,
13/10/2018,38421,7,J,7,8,
14/10/2018,38422,8,Q,10,K,
14/10/2018,38423,A,J,K,7,
14/10/2018,38424,K,8,K,9,
14/10/2018,38425,Q,9,9,7,
14/10/2018,38426,K,J,A,J,
14/10/2018,38427,Q,K,8,J,
14/10/2018,38428,K,10,Q,Q,
15/10/2018,38429,Q,Q,8,K,
15/10/2018,38430,K,Q,10,K,
15/10/2018,38431,K,A,K,9,
15/10/2018,38432,A,Q,K,9,
15/10/2018,38433,9,9,Q,J,
15/10/2018,38434,8,10,10,9,
15/10/2018,38435,10,8,J,10,
16/10/2018,38436,Q,A,Q,J,
16/10/2018,38437,7,J,K,8,
16/10/2018,38438,A,7,8,9,
16/10/2018,38439,Q,7,10,10,
16/10/2018,38440,8,K,A,8,
16/10/2018,38441,9,K,8,Q,
16/10/2018,38442,9,Q,7,10,
17/10/2018,38443,Q,Q,J,J,
17/10/2018,38444,7,Q,7,J,
17/10/2018,38445,9,10,Q,Q,
17/10/2018,38446,A,Q,K,K,
17/10/2018,38447,7,8,7,10,
17/10/2018,38448,9,9,A,10,
17/10/2018,38449,8,7,A,Q,
18/10/2018,38450,J,9,Q,K,
18/10/2018,38451,Q,10,9,8,
18/10/2018,38452,10,K,10,A,
18/10/2018,38453,Q,Q,7,7,
18/10/2018,38454,7,J,A,10,
18/10/2018,38455,Q,K,7,J,
18/10/2018,38456,J,9,Q,7,
19/10/2018,38457,9,8,J,8,
19/10/2018,38458,A,K,7,K,
19/10/2018,38459,7,K,9,7,
20/10/2018,38460,9,A,Q,J,
20/10/2018,38461,10,A,K,8,
21/10/2018,38462,A,9,K,7,
21/10/2018,38463,Q,A,8,A,
21/10/2018,38464,10,9,J,7,
21/10/2018,38465,Q,J,7,7,
21/10/2018,38466,9,K,7,J,
21/10/2018,38467,9,A,10,9,
21/10/2018,38468,10,9,8,10,
22/10/2018,38469,A,K,10,10,
22/10/2018,38470,8,10,10,A,
22/10/2018,38471,7,10,Q,9,
22/10/2018,38472,K,7,A,8,
22/10/2018,38473,9,9,J,J,
22/10/2018,38474,8,Q,10,J,
22/10/2018,38475,A,10,Q,7,
23/10/2018,38476,K,7,A,7,
23/10/2018,38477,Q,10,A,J,
23/10/2018,38478,10,K,K,Q,
23/10/2018,38479,9,8,K,9,
23/10/2018,38480,7,J,8,10,
23/10/2018,38481,J,Q,Q,8,
23/10/2018,38482,K,Q,10,A,
24/10/2018,38483,A,8,J,K,
24/10/2018,38484,K,9,J,Q,
24/10/2018,38485,7,10,7,10,
24/10/2018,38486,A,K,K,J,
24/10/2018,38487,A,8,9,10,
24/10/2018,38488,J,J,J,A,
24/10/2018,38489,10,9,8,7,
25/10/2018,38490,10,7,9,A,
25/10/2018,38491,8,K,9,10,
25/10/2018,38492,J,8,J,Q,
25/10/2018,38493,Q,A,8,9,
25/10/2018,38494,J,A,9,J,
25/10/2018,38495,K,9,J,K,
25/10/2018,38496,J,10,Q,9,
26/10/2018,38497,K,A,7,Q,
26/10/2018,38498,8,Q,J,10,
26/10/2018,38499,K,9,K,8,
27/10/2018,38500,J,Q,7,J,
27/10/2018,38501,A,A,J,9,
28/10/2018,38502,K,K,A,A,
28/10/2018,38503,7,Q,A,A,
28/10/2018,38504,K,8,9,K,
28/10/2018,38505,J,8,A,A,
28/10/2018,38506,9,10,A,Q,
28/10/2018,38507,A,10,10,K,
28/10/2018,38508,7,8,J,10,
29/10/2018,38509,8,J,A,Q,
29/10/2018,38510,J,9,J,9,
29/10/2018,38511,8,A,Q,7,
29/10/2018,38512,7,10,10,10,
29/10/2018,38513,8,J,9,A,
29/10/2018,38514,7,9,J,8,
29/10/2018,38515,9,A,9,A,
30/10/2018,38516,Q,Q,7,Q,
30/10/2018,38517,9,8,7,A,
30/10/2018,38518,A,J,8,7,
30/10/2018,38519,8,8,Q,A,
30/10/2018,38520,10,10,10,9,
30/10/2018,38521,7,Q,Q,7,
30/10/2018,38522,7,A,10,7,
31/10/2018,38523,10,7,A,J,
31/10/2018,38524,J,10,9,8,
31/10/2018,38525,J,8,Q,K,
31/10/2018,38526,9,7,7,10,
31/10/2018,38527,9,K,Q,A,
31/10/2018,38528,J,K,9,A,
31/10/2018,38529,Q,K,K,9,
01/11/2018,38530,10,K,10,A,
01/11/2018,38531,9,10,7,A,
01/11/2018,38532,K,K,J,10,
01/11/2018,38533,K,8,A,A,
01/11/2018,38534,7,7,J,K,
01/11/2018,38535,7,10,K,8,
01/11/2018,38536,K,K,7,10,
02/11/2018,38537,J,9,7,10,
02/11/2018,38538,8,8,9,J,
02/11/2018,38539,7,J,9,9,
03/11/2018,38540,9,10,J,A,
03/11/2018,38541,A,J,10,K,
04/11/2018,38542,10,8,A,J,
04/11/2018,38543,8,7,A,J,
04/11/2018,38544,J,K,K,7,
04/11/2018,38545,J,J,K,10,
04/11/2018,38546,9,8,J,A,
04/11/2018,38547,7,9,7,9,
04/11/2018,38548,7,9,J,A,
05/11/2018,38549,9,8,9,9,
05/11/2018,38550,J,8,J,J,
05/11/2018,38551,9,9,8,Q,
05/11/2018,38552,7,K,8,A,
05/11/2018,38553,10,7,A,7,
05/11/2018,38554,10,K,10,10,
05/11/2018,38555,A,10,7,J,
06/11/2018,38556,9,A,8,10,
06/11/2018,38557,A,8,A,10,
06/11/2018,38558,8,7,A,K,
06/11/2018,38559,K,K,K,J,
06/11/2018,38560,10,Q,7,K,
06/11/2018,38561,A,9,K,A,
06/11/2018,38562,8,9,9,Q,
07/11/2018,38563,7,9,9,Q,
07/11/2018,38564,A,Q,A,K,
07/11/2018,38565,Q,A,K,J,
07/11/2018,38566,Q,8,J,9,
07/11/2018,38567,A,7,Q,7,
07/11/2018,38568,7,10,K,9,
07/11/2018,38569,8,7,8,7,
08/11/2018,38570,K,J,K,Q,
08/11/2018,38571,J,A,J,A,
08/11/2018,38572,K,9,10,Q,
08/11/2018,38573,Q,9,A,K,
08/11/2018,38574,A,7,J,9,
08/11/2018,38575,8,10,7,9,
08/11/2018,38576,J,8,7,7,
09/11/2018,38577,8,Q,A,8,
09/11/2018,38578,A,9,A,9,
09/11/2018,38579,7,Q,J,8,
10/11/2018,38580,8,8,J,8,
10/11/2018,38581,A,8,A,9,
11/11/2018,38582,10,7,Q,9,
11/11/2018,38583,9,K,10,8,
11/11/2018,38584,7,K,8,K,
11/11/2018,38585,7,A,8,J,
11/11/2018,38586,A,7,K,J,
11/11/2018,38587,10,9,10,7,
11/11/2018,38588,Q,9,Q,7,
12/11/2018,38589,A,K,A,8,
12/11/2018,38590,A,7,A,8,
12/11/2018,38591,9,Q,A,7,
12/11/2018,38592,J,10,9,7,
12/11/2018,38593,9,10,K,K,
12/11/2018,38594,J,K,A,Q,
12/11/2018,38595,7,7,8,A,
13/11/2018,38596,9,8,J,10,
13/11/2018,38597,9,7,8,10,
13/11/2018,38598,A,J,8,7,
13/11/2018,38599,K,7,7,9,
13/11/2018,38600,10,K,8,A,
13/11/2018,38601,A,A,8,9,
13/11/2018,38602,Q,9,A,K,
14/11/2018,38603,J,J,7,K,
14/11/2018,38604,A,9,J,A,
14/11/2018,38605,Q,10,10,J,
14/11/2018,38606,Q,A,K,10,
14/11/2018,38607,8,9,J,A,
14/11/2018,38608,8,K,J,7,
14/11/2018,38609,A,A,K,10,
15/11/2018,38610,9,A,9,10,
15/11/2018,38611,9,10,A,7,
15/11/2018,38612,J,K,10,10,
15/11/2018,38613,A,7,8,A,
15/11/2018,38614,8,8,7,J,
15/11/2018,38615,9,8,Q,8,
15/11/2018,38616,8,A,8,Q,
16/11/2018,38617,8,7,9,10,
16/11/2018,38618,J,9,Q,7,
16/11/2018,38619,8,7,Q,9,
17/11/2018,38620,9,7,9,7,
17/11/2018,38621,A,10,8,9,
18/11/2018,38622,K,10,K,9,
18/11/2018,38623,10,8,J,9,
18/11/2018,38624,K,9,10,7,
18/11/2018,38625,J,7,Q,9,
18/11/2018,38626,9,K,8,9,
18/11/2018,38627,7,7,A,A,
18/11/2018,38628,A,A,Q,J,
19/11/2018,38629,A,K,A,7,
19/11/2018,38630,10,8,9,7,
19/11/2018,38631,7,10,7,9,
19/11/2018,38632,9,10,A,9,
19/11/2018,38633,9,Q,A,7,
19/11/2018,38634,A,A,K,A,
19/11/2018,38635,7,K,Q,9,
20/11/2018,38636,9,Q,K,8,
20/11/2018,38637,10,9,A,J,
20/11/2018,38638,Q,A,8,J,
20/11/2018,38639,8,9,8,Q,
20/11/2018,38640,10,7,10,8,
20/11/2018,38641,K,9,A,A,
20/11/2018,38642,9,7,9,K,
21/11/2018,38643,A,J,K,8,
21/11/2018,38644,10,A,8,Q,
21/11/2018,38645,7,7,10,8,
21/11/2018,38646,8,9,K,7,
21/11/2018,38647,A,K,A,K,
21/11/2018,38648,8,Q,10,K,
21/11/2018,38649,7,9,7,J,
22/11/2018,38650,J,J,A,K,
22/11/2018,38651,A,K,9,10,
22/11/2018,38652,8,8,7,10,
22/11/2018,38653,K,8,A,10,
22/11/2018,38654,A,K,8,8,
22/11/2018,38655,K,8,A,7,
22/11/2018,38656,7,8,8,A,
23/11/2018,38657,9,K,K,K,
23/11/2018,38658,Q,Q,10,K,
23/11/2018,38659,7,8,10,8,
24/11/2018,38660,8,A,7,10,
24/11/2018,38661,J,J,9,9,
25/11/2018,38662,9,7,8,K,
25/11/2018,38663,8,A,7,A,
25/11/2018,38664,J,10,K,K,
25/11/2018,38665,9,Q,K,9,
25/11/2018,38666,Q,Q,8,K,
25/11/2018,38667,8,A,Q,K,
25/11/2018,38668,10,10,9,J,
26/11/2018,38669,K,Q,9,7,
26/11/2018,38670,K,9,A,8,
26/11/2018,38671,7,7,A,K,
26/11/2018,38672,10,J,A,9,
26/11/2018,38673,J,A,9,J,
26/11/2018,38674,Q,9,K,8,
26/11/2018,38675,9,K,Q,A,
27/11/2018,38676,J,K,7,K,
27/11/2018,38677,J,7,10,K,
27/11/2018,38678,J,9,8,9,
27/11/2018,38679,8,K,10,Q,
27/11/2018,38680,A,10,8,A,
27/11/2018,38681,8,A,9,10,
27/11/2018,38682,8,7,9,Q,
28/11/2018,38683,J,10,7,K,
28/11/2018,38684,J,10,A,7,
28/11/2018,38685,7,10,7,9,
28/11/2018,38686,7,J,J,10,
28/11/2018,38687,Q,9,9,7,
28/11/2018,38688,7,10,A,Q,
28/11/2018,38689,A,A,7,8,
29/11/2018,38690,K,A,A,9,
29/11/2018,38691,A,J,9,10,
29/11/2018,38692,10,8,10,7,
29/11/2018,38693,J,7,Q,A,
